code,complexity
"def frequency_dict(lst):
    freq = {}; [freq.update({x: freq.get(x, 0) + 1}) for x in lst]; return freq",O(n)
"def list_difference(a, b):
    return [x for x in a if x not in b]",O(n)
"def dot_product(a, b):
    return sum(x * y for x, y in zip(a, b))",O(n)
"def euclidean_norm(vec):
    return sum(x ** 2 for x in vec) ** 0.5",O(n)
"def ascii_to_str(ascii_lst):
    return ''.join(chr(x) for x in ascii_lst)",O(n)
"def str_to_ascii(s):
    return [ord(c) for c in s]",O(n)
"def pad_list(lst, length):
    return lst + [0] * (length - len(lst))",O(n)
"def truncate_list(lst, length):
    return lst[:length]",O(n)
"def is_list_palindrome(lst):
    return lst == lst[::-1]",O(n)
"def shuffle_list(lst):
    import random; return random.sample(lst, len(lst))",O(n)
"def min_max(lst):
    return min(lst), max(lst)",O(n)
"def split_chars(s):
    return list(s)",O(n)
"def join_chars(chars):
    return ''.join(chars)",O(n)
"def count_char(s, c):
    return s.count(c)",O(n)
"def reverse_words_order(s):
    return ' '.join(s.split()[::-1])",O(n)
"def is_pangram(s):
    import string; return set(s.lower()) >= set(string.ascii_lowercase)",O(n)
"def remove_whitespace(s):
    return ''.join(s.split())",O(n)
"def to_lower(s):
    return s.lower()",O(n)
"def to_upper(s):
    return s.upper()",O(n)
"def strip_spaces(s):
    return s.strip()",O(n)
"def capitalize_words(s):
    return ' '.join(word.capitalize() for word in s.split())",O(n)
"def list_to_queue(lst):
    from queue import Queue; q = Queue(); [q.put(x) for x in lst]; return q",O(n)
"def queue_to_list(q):
    return list(q.queue)",O(n)
"def check_anagram(s1, s2):
    from collections import Counter; return Counter(s1) == Counter(s2)",O(n)
"def replace_substring(s, old, new):
    return s.replace(old, new)",O(n)
"def remove_all_occurrences(lst, x):
    return [y for y in lst if y != x]",O(n)
"def list_histogram(lst):
    return {x: lst.count(x) for x in set(lst)}",O(n)
"def mode(lst):
    from statistics import mode; return mode(lst)",O(n)
"def variance(lst):
    mean = sum(lst)/len(lst); return sum((x - mean)**2 for x in lst)/len(lst)",O(n)
"def has_unique_chars(s):
    return len(set(s)) == len(s)",O(n)
"def matrix_transpose(matrix):
    return list(zip(*matrix))",O(n)
"def list_median(lst):
    sorted_lst = sorted(lst); mid = len(lst) // 2; return sorted_lst[mid]",O(nlogn)
"def rotate_array(nums, k):
    k %= len(nums); nums[:] = nums[-k:] + nums[:-k]",O(n)
"def move_zeros(nums):
    zeros = nums.count(0); nums[:] = [x for x in nums if x != 0] + [0]*zeros",O(n)
"def find_disappeared_numbers(nums):
    return list(set(range(1, len(nums)+1)) - set(nums))",O(n)
"def validate_ip(ip):
    parts = ip.split('.'); return len(parts) == 4 and all(p.isdigit() and 0 <= int(p) <= 255 for p in parts)",O(n)
"def validate_email(email):
    import re; return re.match(r'^[\w\.-]+@[\w\.-]+\.\w+$', email) is not None",O(n)
"def bubble_sort(arr):
    # Standard Bubble Sort
    n = len(arr)
    for i in range(n):
        for j in range(0, n-i-1):
            if arr[j] > arr[j+1]:
                arr[j], arr[j+1] = arr[j+1], arr[j]
    return arr",O(n^2)
"def insertion_sort(arr):
    # Standard Insertion Sort
    for i in range(1, len(arr)):
        key = arr[i]
        j = i - 1
        while j >= 0 and key < arr[j]:
            arr[j+1] = arr[j]
            j -= 1
        arr[j+1] = key
    return arr",O(n^2)
"def selection_sort(arr):
    # Standard Selection Sort
    n = len(arr)
    for i in range(n):
        min_idx = i
        for j in range(i+1, n):
            if arr[j] < arr[min_idx]:
                min_idx = j
        arr[i], arr[min_idx] = arr[min_idx], arr[i]
    return arr",O(n^2)
"def has_duplicates(lst):
    # Check for duplicates using two nested loops
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            if lst[i] == lst[j]:
                return True
    return False",O(n^2)
"def all_pairs(lst):
    # Return all possible ordered pairs
    pairs = []
    for i in range(len(lst)):
        for j in range(len(lst)):
            pairs.append((lst[i], lst[j]))
    return pairs",O(n^2)
"def count_common(a, b):
    # Count common elements between two lists
    count = 0
    for x in a:
        for y in b:
            if x == y:
                count += 1
    return count",O(n^2)
"def is_sublist_brute(a, b):
    # Brute force check if any element of 'a' is in 'b'
    for i in range(len(a)):
        for j in range(len(b)):
            if a[i] == b[j]:
                return True
    return False",O(n^2)
"def naive_string_match(txt, pat):
    # Naive substring search
    n, m = len(txt), len(pat)
    for i in range(n - m + 1):
        match = True
        for j in range(m):
            if txt[i+j] != pat[j]:
                match = False
                break
        if match:
            return i
    return -1",O(n^2)
"def find_pairs_sum_k(lst, k):
    # Find all pairs that sum up to k
    pairs = []
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            if lst[i] + lst[j] == k:
                pairs.append((lst[i], lst[j]))
    return pairs",O(n^2)
"def remove_duplicates_brute(lst):
    # Remove duplicates using nested loops
    result = []
    for i in lst:
        exists = False
        for j in result:
            if i == j:
                exists = True
                break
        if not exists:
            result.append(i)
    return result",O(n^2)
"def check_anagrams(a, b):
    # Check anagrams by comparing character counts (inefficiently)
    if len(a) != len(b):
        return False
    for ch in a:
        if a.count(ch) != b.count(ch):
            return False
    return True",O(n^2)
"def find_majority_naive(arr):
    # Find element that appears more than n/2 times
    n = len(arr)
    for i in range(n):
        count = 0
        for j in range(n):
            if arr[i] == arr[j]:
                count += 1
        if count > n//2:
            return arr[i]
    return None",O(n^2)
"def find_duplicates(lst):
    # Return list of duplicates found by comparing each pair
    duplicates = []
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            if lst[i] == lst[j] and lst[i] not in duplicates:
                duplicates.append(lst[i])
    return duplicates",O(n^2)
"def count_inversions(arr):
    # Count inversions in an array (brute-force)
    count = 0
    n = len(arr)
    for i in range(n):
        for j in range(i+1, n):
            if arr[i] > arr[j]:
                count += 1
    return count",O(n^2)
"def palindrome_pairs(words):
    # Find index pairs where the concatenation yields a palindrome
    res = []
    n = len(words)
    for i in range(n):
        for j in range(n):
            if i != j and (words[i] + words[j] == (words[i] + words[j])[::-1]):
                res.append((i, j))
    return res",O(n^2)
"def naive_transpose(matrix):
    # Transpose a matrix (assuming rectangular, square = O(n^2))
    rows, cols = len(matrix), len(matrix[0])
    result = [[0]*rows for _ in range(cols)]
    for i in range(rows):
        for j in range(cols):
            result[j][i] = matrix[i][j]
    return result",O(n^2)
"def naive_histogram(lst):
    # Build histogram by counting for each element
    hist = {}
    n = len(lst)
    for i in range(n):
        count = 0
        for j in range(n):
            if lst[i] == lst[j]:
                count += 1
        hist[lst[i]] = count
    return hist",O(n^2)
"def naive_intersection(a, b):
    # Compute intersection via nested loops
    result = []
    for x in a:
        for y in b:
            if x == y and x not in result:
                result.append(x)
    return result",O(n^2)
"def naive_union(a, b):
    # Compute union using nested loop membership checks
    result = list(a)
    for x in b:
        exists = False
        for y in result:
            if x == y:
                exists = True
                break
        if not exists:
            result.append(x)
    return result",O(n^2)
"def find_unique_pairs(lst):
    # List all unique unordered pairs
    result = []
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            result.append((lst[i], lst[j]))
    return result",O(n^2)
"def naive_rotation_check(a, b):
    # Check if b is a rotation of a
    if len(a) != len(b):
        return False
    n = len(a)
    for i in range(n):
        if a[i:] + a[:i] == b:
            return True
    return False",O(n^2)
"def naive_2d_search(matrix, target):
    # Search for a target in a 2D matrix
    for row in matrix:
        for val in row:
            if val == target:
                return True
    return False",O(n^2)
"def naive_most_frequent(lst):
    # Find most frequent element using nested loops
    max_count = 0
    result = None
    n = len(lst)
    for i in range(n):
        count = 0
        for j in range(n):
            if lst[i] == lst[j]:
                count += 1
        if count > max_count:
            max_count = count
            result = lst[i]
    return result",O(n^2)
"def naive_distinct_pairs(lst):
    # Collect distinct pairs using set to avoid duplicates
    result = set()
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            result.add((lst[i], lst[j]))
    return list(result)",O(n^2)
"def naive_reverse_pairs(lst):
    # Return pairs (i, j) where lst[i] > lst[j]
    result = []
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            if lst[i] > lst[j]:
                result.append((lst[i], lst[j]))
    return result",O(n^2)
"def naive_sort_check(lst):
    # Verify if the list is sorted (comparing every pair)
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            if lst[i] > lst[j]:
                return False
    return True",O(n^2)
"def naive_is_subset(a, b):
    # Check if every element in a is in b using nested loops
    for x in a:
        found = False
        for y in b:
            if x == y:
                found = True
                break
        if not found:
            return False
    return True",O(n^2)
"def naive_matrix_equal(A, B):
    # Compare two matrices elementwise
    rows = len(A)
    cols = len(A[0])
    for i in range(rows):
        for j in range(cols):
            if A[i][j] != B[i][j]:
                return False
    return True",O(n^2)
"def naive_find_mode(lst):
    # Find the mode by counting occurrences for each element
    mode = None
    max_count = 0
    n = len(lst)
    for i in range(n):
        count = lst.count(lst[i])
        if count > max_count:
            max_count = count
            mode = lst[i]
    return mode",O(n^2)
"def naive_count_pairs_divisible_by_k(lst, k):
    # Count pairs whose sum is divisible by k
    count = 0
    n = len(lst)
    for i in range(n):
        for j in range(i+1, n):
            if (lst[i] + lst[j]) % k == 0:
                count += 1
    return count",O(n^2)
"def naive_longest_substring_no_repeat(s):
    # Find longest substring without repeating characters by checking each starting index
    max_len = 0
    n = len(s)
    for i in range(n):
        seen = set()
        for j in range(i, n):
            if s[j] in seen:
                break
            seen.add(s[j])
        max_len = max(max_len, len(seen))
    return max_len",O(n^2)
"def naive_lcs_length(a, b):
    # Longest common subsequence length using dynamic programming (DP table fills in O(n*m))
    n, m = len(a), len(b)
    dp = [[0]*(m+1) for _ in range(n+1)]
    for i in range(1, n+1):
        for j in range(1, m+1):
            if a[i-1] == b[j-1]:
                dp[i][j] = dp[i-1][j-1] + 1
            else:
                dp[i][j] = max(dp[i-1][j], dp[i][j-1])
    return dp[n][m]",O(n^2)
"def naive_cartesian_product(a, b):
    # Compute Cartesian product of two lists
    result = []
    for i in a:
        for j in b:
            result.append((i, j))
    return result",O(n^2)
"def naive_symmetric_matrix(matrix):
    # Check if a square matrix is symmetric
    n = len(matrix)
    for i in range(n):
        for j in range(n):
            if matrix[i][j] != matrix[j][i]:
                return False
    return True",O(n^2)
"def naive_upper_triangular(matrix):
    # Check if a matrix is upper triangular
    n = len(matrix)
    for i in range(1, n):
        for j in range(i):
            if matrix[i][j] != 0:
                return False
    return True",O(n^2)
"def naive_lower_triangular(matrix):
    # Check if a matrix is lower triangular
    n = len(matrix)
    for i in range(n):
        for j in range(i+1, n):
            if matrix[i][j] != 0:
                return False
    return True",O(n^2)
"def naive_identity_matrix(matrix):
    # Verify if a matrix is an identity matrix
    n = len(matrix)
    for i in range(n):
        for j in range(n):
            if i == j and matrix[i][j] != 1:
                return False
            elif i != j and matrix[i][j] != 0:
                return False
    return True",O(n^2)
"def naive_diagonal_matrix(matrix):
    # Check if non-diagonal elements are zero
    n = len(matrix)
    for i in range(n):
        for j in range(n):
            if i != j and matrix[i][j] != 0:
                return False
    return True",O(n^2)
"def naive_scalar_matrix(matrix):
    # Check if a matrix is a scalar matrix (all diagonal elements equal and others 0)
    n = len(matrix)
    scalar = matrix[0][0]
    for i in range(n):
        for j in range(n):
            if i == j and matrix[i][j] != scalar:
                return False
            elif i != j and matrix[i][j] != 0:
                return False
    return True",O(n^2)
"def naive_symmetric_difference(a, b):
    # Compute symmetric difference using nested loops
    result = []
    for item in a:
        found = False
        for other in b:
            if item == other:
                found = True
                break
        if not found:
            result.append(item)
    for item in b:
        found = False
        for other in a:
            if item == other:
                found = True
                break
        if not found:
            result.append(item)
    return result",O(n^2)
